id,name,description,bucket,ref_label,ref_unsure,human_label,labeller
371860,CyberPeace Institute,"CyberPeace Institute is an independent and neutral nongovernmental organization. CyberPeace Institute is an independent and neutral nongovernmental organization whose mission is to ensure the rights of people to security, dignity, and equity in cyberspace.",Commercial A,0.0,False,,
1488128,Norton College,"Operator of specialist secondary schools for students with complex learning needs in Worcester and Tewkesbury. The company's colleges provide learning programmes for each student to develop educational, social, and vocational skills necessary, thereby helping successful integration into adulthood and society.",Commercial B,0.0,False,,
268543,High School Technical Services,"We offer coding and technology training in topics such as DevOps, blockchain, Python, machine learning, data science, and more. nan",Commercial A,0.0,False,,
613243,EnterERP,"Enter Yazılım provides cloud-based ERP software and mobile apps for CRM and contract management. Enter Yazılım offers a range of software solutions including EnterERP, a cloud-based real-time enterprise resource planning (ERP) software designed for medium to large-scale businesses. The company also provides the Enter App, which allows users to manage activities such as customer relationship management (CRM) and natural gas contract management through mobile devices. These solutions aim to enhance productivity, flexibility, and insights for established enterprises.",Commercial A,0.0,False,,
1616823,"Jf Scientific Industries, Inc.",SBIR/STTR awardee (first award 2000). Project: DEVICE TO AID SELF ADMINISTRATION OF EYEDROPS,Unlisted,0.0,False,,
1617976,"Image Smiths, Inc.",SBIR/STTR awardee (first award 2002). Project: Image Quality Control for CRTs in the PACs Environment,Unlisted,0.0,False,,
446849,Ivory,Ivory is a trust-tech platform supporting community engagement and open dialogue to benefit companies. Ivory is a trust-tech platform supporting community engagement and open dialogue to benefit companies. The company was founded in 2021 and is based in Singapore.,Commercial A,0.0,False,,
1485141,Contractor Sales & Service,"Provider of aerial equipment and services intended to meet the needs for aerial equipment in various industries. The company offers sales, rentals and servicing of telescopic and articulating boom lifts, scissor lifts, single-man lifts, rough terrain lifts and forklifts, enabling clients like convention centers, construction companies, maintenance crews, industrial sites, power plants and varying levels of municipalities to get improved lift equipment to get their job done.",Commercial B,0.0,False,,
1558825,Isitongamepass.gg,"Xbox Game Pass is pretty amazing. However, the official website to list games is horrible. It takes forever to load, it&#x27;s hard to navigate, and weirdly difficult to just look up if a game you care about is available on Game Pass. Enter https:&#x2F;&#x2F;isitongamepass.gg - a super fast site where you can look up the current Game Pass roster. My goals going into it were speed and easily accessible information. Each card has a game title, a poster image, and the set of platforms it&#x27;s ava",Unlisted,0.0,False,,
1305918,IDDAS,"Provider of transition mentoring and career advisory services. The company offers training, mentoring and executive coaching services to senior executives of FTSE, unlisted companies and partners of professional firms.",Commercial B,0.0,False,,
14618,Claudius Legal Intelligence,"Claudius Legal Intelligence uses artificial intelligence—natural language processing and machine learning—and predictive analytics to process new cases, identify the key legal issues, and produce a data-backed valuation as to what a given case is worth. The result is improved intake processes (knowing which cases to take on), increased intake efficiency (requiring less attorney time), and better decision making (maximizing settlements). Founded by Princeton PhD students, Claudius Legal Intelligence represents a significant advance in creating legal technology that yields actual and measurable results: greater efficiency and increased revenue. It just doesn’t make sense to practice law without it.",Unlisted,1.0,False,,
1291881,DoorMint Services,"Provider of an online platform intended to provide hyper-local consumer services. The company's platform provides services such as plumbers appliance repairs, carpenters, electricians, pest controlling, laundry, air conditioning and cleaning, enabling homeowners to get on-demand professional consumer service anytime and anywhere.",Commercial B,0.0,False,,
530312,Jikken Technology,"Jikken Technology builds tailored applications and infrastructure for businesses. Jikken Technology is an information technology company that focuses on understanding the unique needs of each business to build appropriate applications and infrastructure. The company utilizes Linux and BSD at the core of their systems to support applications, making them capable of building application servers, firewalls, and database servers. They approach each customer with the proposition of bringing new business to their business, aiming to enhance their operations and profitability.",Commercial A,0.0,False,,
1624103,Elecsci Corporation,SBIR/STTR awardee (first award 2006). Project: SBIR Phase I:  Embedded Electron Charge for Macro Scale Devices,Unlisted,0.0,False,,
520188,Geomeletitiki Consulting Engineers,Geomeletitiki Consulting Engineers is a technical consulting company that offers topography and urban planning services. nan,Commercial A,0.0,False,,
1351927,Thornhill Medical,"Developer of mobile medical technology designed for military, emergency, disaster, and extreme environments. The company's products include portable life support systems, an immediate and effective treatment for carbon monoxide poisoning, mobile anesthesia systems, and an investigative device used in diagnostic procedures that measure vascular reactivity, enabling healthcare providers to transform current diagnostic and therapeutic patient care.",Commercial B,0.0,False,,
1305333,Southern Highlands Preparatory School,"Operator of a private school based in Las Vegas, Nevada. The company provides educational services and offers various courses and programs for students.",Commercial B,0.0,False,,
1627099,"Sticker Control (Us), Inc.","SBIR/STTR awardee, Department of Defense (first award 2021). Project: Process Automation and Asset Management Solution",Unlisted,0.0,False,,
1620842,"Ispin, Inc.",SBIR/STTR awardee (first award 2017). Project: A novel combinatorial approach for treating HPV-associated malignancies,Unlisted,0.0,False,,
