university,startup_name,description,website,is_ai_related,ai_confidence_score,source
UC Berkeley (SkyDeck),RebX,,https://rebx.com,False,0.0,Berkeley SkyDeck
UIUC (Illini-Founded),YouTube,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),PayPal,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Tesla Motors,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Weather Channel,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Yelp,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Mozilla Corp.,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Delta Air Lines Inc.,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),12 Line Studio,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),3E Love LLC,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),3ipe Pavement Engineering,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),6C Solutions,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),78Madison Inc.,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Accendo Systems,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Actif,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Action Bits for Kids!,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Adrenaline Mobility,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Advanced Analytics,,,True,0.2,UIUC Entrepreneurship
UIUC (Illini-Founded),Advanced Diamond Technologies,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Advent Corporation,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Aegis AI,,,True,0.2,UIUC Entrepreneurship
UIUC (Illini-Founded),Aegis Analytical,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Affiliated Marketing Partners,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Affinity Labs Inc.,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Affirm,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),After School,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),AgaMatrix,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),AgLVT LLC,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Agrible,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Ahoona,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),AirV Labs,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Aisle50,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Akelos,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Akkula,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Aligni Incorporated,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Amber Agriculture,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Ambys Medicines,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),AMD,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),AmpUp,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Analytics Fire,,,True,0.2,UIUC Entrepreneurship
UIUC (Illini-Founded),AnalyzeDirect,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),ANDalyze,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Anemone,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Animal Ultrasound Services,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Answers.com,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Apertio,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Apervita,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),AppGrow,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Appurify,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Apriori,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Apropose,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Aptimmune Biologics,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Aqueous Solutions,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Armored Computing,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Ascent Integrated Tech,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),AskWhai,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),ASL Aspire,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Aten Ventures,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Atlas5D,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),ATSP Innovations,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Auto-Tune,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Autonomic Materials,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),AutoScout 24,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Avail,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Avant,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Avatria,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Avicenna Community Health Center,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),AwardSpring,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Axelson Realty LLC,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),B2 Enterprises,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Badu Tax Services,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),BAIOTEQ,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Beacons,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),BearPaw Inc.,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Beckman Coulter,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Benford Brown & Associates,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Betterworks,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),BioAnalytics,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Bitbaza.io,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Black Spectacles,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Blekko,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Bloc,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Blockspring,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Bloom Energy,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),BloomReach,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),BlueCrew,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Bluestem Financial Advisors,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),BODO,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Boka Restaurant Group,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Boom Financial Inc.,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),BorderX Lab,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Bragg & Associates Inc.,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Brik + Clik,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Brius,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Bumper Works,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Business Logic Corporation,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),BUYin,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Bytemobile,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),C3.ai,,,True,0.2,UIUC Entrepreneurship
UIUC (Illini-Founded),Calimetrix,,,False,0.0,UIUC Entrepreneurship
 (UChicagoPolsky/NVC),AIM Clinics,Autism therapy provider,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),AMOpportunities,International student education platform,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Appiness,Video commerce technology,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Ascent Technologies,Financial compliance software,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),BallotReady,Voter information guide,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),BenchPrep,Mobile learning platform,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),BrewBike,Mobile coffee service,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),BloomNation,Local florist marketplace,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Braintree,Payment processing (acquired by PayPal),,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),CaptainU,College sports recruiting software,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),ClostraBio,Immunotherapy therapeutics,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Cubii,Under-desk elliptical fitness device,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Darby Smart,DIY video community,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),ExplORer Surgical,Operating room workflow software,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Fronen,Banana-based frozen dessert,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),GrubHub,Food delivery platform,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Hello Tractor,Agricultural equipment rental,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),LuminAID,Solar lighting products,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Mindful Urgent Care,Mental health services,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Oxalo Therapeutics,Kidney disease treatment,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),PartySlate,Event planning platform,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Quevos,High-protein chips,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Rise Interactive,Digital marketing agency,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Seurat Therapeutics,Migraine treatment,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Simple Mills,Almond flour baking products,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),TAINA,Financial compliance software,,False,0.0,UChicago Polsky Center
UChicago (Polsky/NVC),Tovala,Smart cooking appliance,,False,0.0,UChicago Polsky Center
Northeastern University,119,HealthTech medical alert system,,False,0.0,Northeastern Entrepreneurship
Northeastern University,Airefresco,Diagnostics and intervention programs for mental health,,False,0.0,Northeastern Entrepreneurship
Northeastern University,Alia,Business services helping small companies connect with customers,,False,0.0,Northeastern Entrepreneurship
Northeastern University,Alpine Start Development,Real estate development firm,,False,0.0,Northeastern Entrepreneurship
Northeastern University,Althea Health,HealthTech using conversational AI,,True,0.4,Northeastern Entrepreneurship
Northeastern University,Apriqot LLC,HealthTech platform for population health assessments,,False,0.0,Northeastern Entrepreneurship
Northeastern University,Arch Printing,Compliance support services,,False,0.0,Northeastern Entrepreneurship
Northeastern University,Atrium Campus,EdTech reimagining campus card management,,False,0.0,Northeastern Entrepreneurship
Northeastern University,Benswic Cares,Personalized self-care kits,,False,0.0,Northeastern Entrepreneurship
Northeastern University,Better Than Belts,Modern suspenders brand,,False,0.0,Northeastern Entrepreneurship
Northeastern University,Blacket,App for booking services and purchasing products,,False,0.0,Northeastern Entrepreneurship
Northeastern University,Blue Ink Digital,Lead generation and data analytics firm,,True,0.2,Northeastern Entrepreneurship
NYU,Stewardguard,,,False,0.0,NYU Entrepreneurship
NYU,Omios Biologics,Oncolytic virus immunotherapies to treat solid tumors,,False,0.0,NYU Entrepreneurship
NYU,Perplexity,AI-powered search and answer engine,,True,0.4,NYU Entrepreneurship
NYU,Sonority Labs,Speech visualization software for therapy efficacy,,False,0.0,NYU Entrepreneurship
NYU,Ponder,Video creation tool for creative professionals,,False,0.0,NYU Entrepreneurship
NYU,OraLiva,Next-generation cytology platform for early cancer detection,,False,0.0,NYU Entrepreneurship
NYU,Athlitix,Sports analytics platform for performance tracking,,True,0.2,NYU Entrepreneurship
NYU,Heliotrope Photonics,,,False,0.0,NYU Entrepreneurship
NYU,CaroRhythm,,,False,0.0,NYU Entrepreneurship
NYU,Flora AI,Applied AI HCI company building creative tools,,True,0.2,NYU Entrepreneurship
NYU,Kaizntree,Platform streamlining sales channels and inventory management,,False,0.0,NYU Entrepreneurship
NYU,Regenosine,Musculoskeletal regenerative therapy,,False,0.0,NYU Entrepreneurship
NYU,MICSI,MRI image clarity improvement through software algorithms,,False,0.0,NYU Entrepreneurship
NYU,Stepwise,Home electrification technology,,False,0.0,NYU Entrepreneurship
NYU,Flection.AI,AI-powered therapeutic games for stroke patient recovery,,True,0.4,NYU Entrepreneurship
NYU,CARA Systems,Risk assessment tool for intracranial aneurysms,,False,0.0,NYU Entrepreneurship
NYU,Vital Audio Inc.,Voice-based cardiac monitoring,,False,0.0,NYU Entrepreneurship
NYU,Canaery,Neurotech device digitizing the sense of scent,,False,0.0,NYU Entrepreneurship
NYU,Chiefy,Perioperative team collaboration platform,,False,0.0,NYU Entrepreneurship
NYU,Muse,AI tool finding missed tax deductions,,True,0.2,NYU Entrepreneurship
NYU,Steg AI,AI-driven information security for media provenance,,True,0.4,NYU Entrepreneurship
NYU,Building Diagnostic Robotics,AI-enabled robotic building inspection,,True,0.2,NYU Entrepreneurship
NYU,Jones,Nicotine replacement subscription,,False,0.0,NYU Entrepreneurship
NYU,Trousso,Wedding wear resale platform,,False,0.0,NYU Entrepreneurship
NYU,Jivika,Mindfulness micro-habits reducing caregiver burnout,,False,0.0,NYU Entrepreneurship
NYU,Tethys AI,AI educational program for radiologists,,True,0.2,NYU Entrepreneurship
NYU,MarsCharge,EV charging with decentralized energy storage,,False,0.0,NYU Entrepreneurship
NYU,Kooick,Computer vision AI enabling unattended self-service purchasing,,True,0.4,NYU Entrepreneurship
NYU,ViBILLER,Group engagement and emotional arousal measurement,,False,0.0,NYU Entrepreneurship
NYU,Automanus,Meeting note-taking automation,,True,0.2,NYU Entrepreneurship
NYU,Tutoruu,Peer tutoring network,,False,0.0,NYU Entrepreneurship
NYU,Baton,Blockchain-enabled collaboration protocol for creative exchange,,False,0.0,NYU Entrepreneurship
NYU,Shop Rodeo,Mobile app leveraging short-form video for commerce,,False,0.0,NYU Entrepreneurship
NYU,Resist Nutrition,Plant-based keto protein bars,,False,0.0,NYU Entrepreneurship
NYU,GOALS,Sponsorship consultancy focused on women's sports,,False,0.0,NYU Entrepreneurship
NYU,Tezcat Laboratories,Therapeutic biologics for aggressive cancers,,False,0.0,NYU Entrepreneurship
NYU,Bristle,Oral microbiome analysis for personalized health,,False,0.0,NYU Entrepreneurship
NYU,Shiru,Sustainable ingredient innovation company,,False,0.0,NYU Entrepreneurship
NYU,Portable Diagnostic Systems,Multi-substance detection analysis system,,False,0.0,NYU Entrepreneurship
NYU,Frich,Social finance app for mindful Gen Z spending,,False,0.0,NYU Entrepreneurship
NYU,Wasaba,Melanoma recurrence prognostic information tool,,False,0.0,NYU Entrepreneurship
NYU,Maxwell Biosciences,Broad-spectrum antiviral compounds,,False,0.0,NYU Entrepreneurship
NYU,Otis,AI-powered mobile and web app for digital ad campaigns,,True,0.4,NYU Entrepreneurship
NYU,Prescient Design,AI deep learning for protein macromolecular design,,True,0.55,NYU Entrepreneurship
NYU,Letryx,Contracts analytics platform for corporate attorneys,,True,0.2,NYU Entrepreneurship
NYU,Epistemic AI,Biomedical knowledge discovery and mapping platform,,True,0.2,NYU Entrepreneurship
NYU,Nirova BioSense,Optical sensors for early ovarian cancer detection,,False,0.0,NYU Entrepreneurship
NYU,Coffee Card,Mobile subscription for NYC coffee shops,,False,0.0,NYU Entrepreneurship
NYU,Raditube,Search engine for radical YouTube content,,False,0.0,NYU Entrepreneurship
NYU,Pi-Radio,Democratizing wireless research through affordable mmWave tools,,False,0.0,NYU Entrepreneurship
NYU,Aeragen,Engineered solutions fighting hospital-acquired infections,,False,0.0,NYU Entrepreneurship
NYU,AI-Optics,,,True,0.2,NYU Entrepreneurship
NYU,Ajax Therapeutics,,,False,0.0,NYU Entrepreneurship
NYU,Alto Neuroscience,,,False,0.0,NYU Entrepreneurship
NYU,Brain DX,,,False,0.0,NYU Entrepreneurship
NYU,Caira Surgical,,,False,0.0,NYU Entrepreneurship
NYU,Aethon Therapeutics,,,False,0.0,NYU Entrepreneurship
NYU,Ataraxis,,,False,0.0,NYU Entrepreneurship
NYU,Autotune Me,,,False,0.0,NYU Entrepreneurship
UConn (TIP),Allyx Therapeutics,Biotech/Therapeutics,,False,0.0,UConn Innovation
UConn (TIP),Bactana,Biotech/Therapeutics,,False,0.0,UConn Innovation
UConn (TIP),CaroGen Corporation,Biotech/Therapeutics,,False,0.0,UConn Innovation
UConn (TIP),Encapsulate,Biotech/Therapeutics,,False,0.0,UConn Innovation
UConn (TIP),EvolveImmune,Biotech/Therapeutics,,False,0.0,UConn Innovation
UConn (TIP),ImStem Biotechnology,Biotech/Therapeutics,,False,0.0,UConn Innovation
UConn (TIP),RIGImmune,Biotech/Therapeutics,,False,0.0,UConn Innovation
UConn (TIP),Arome,Analytical Instruments/Diagnostics,,False,0.0,UConn Innovation
UConn (TIP),Potentiometric Probes,Analytical Instruments/Diagnostics,,False,0.0,UConn Innovation
UConn (TIP),QCDx,Analytical Instruments/Diagnostics,,False,0.0,UConn Innovation
UConn (TIP),Intus Bio,Analytical Instruments/Diagnostics,,False,0.0,UConn Innovation
UConn (TIP),Bastion,Medical Devices,,False,0.0,UConn Innovation
UConn (TIP),Debogy,Medical Devices,,False,0.0,UConn Innovation
UConn (TIP),The Feel Good Lab,Consumer Health,,False,0.0,UConn Innovation
UConn (TIP),SingleTimeMicroneedles,Medical Devices,,False,0.0,UConn Innovation
UConn (TIP),NANOIONIX,Advanced Materials & Manufacturing,,False,0.0,UConn Innovation
UConn (TIP),Mitrix,Advanced Materials & Manufacturing,,False,0.0,UConn Innovation
UConn (TIP),PiezoBioMembrane,Advanced Materials & Manufacturing,,False,0.0,UConn Innovation
UConn (TIP),Particle-N,Advanced Materials & Manufacturing,,False,0.0,UConn Innovation
UConn (TIP),Enable Life Sciences,R&D Services,,False,0.0,UConn Innovation
Georgetown,dGo-on,Digital voting technology,,False,0.0,Georgetown Entrepreneurship
Georgetown,Keep Company,Preventing attrition of caregivers,,False,0.0,Georgetown Entrepreneurship
Georgetown,Sweet M'lk,Plant-based sugar-free chocolate milk,,False,0.0,Georgetown Entrepreneurship
Georgetown,Parrotfish,Sustainable zero waste shampoo and soap bars,,False,0.0,Georgetown Entrepreneurship
