university,startup_name,description,website,funding_usd,funding_stage,categories,founded,city,country,is_ai_related,ai_confidence_score,tags,location,source,cohort_year,enriched_from
UC Berkeley (SkyDeck),Greaten AI,"Developer of AI staff for private clinics, designed to automate administrative tasks and optimise clinic operations. The company's platform automates insurance claims, billing, scheduling, and denial handling while reducing errors and administrative burden, providing continuous availability and actionable insights, enabling small healthcare practices to improve operational efficiency and manage revenue effectively.",https://skydeck.berkeley.edu/companies/greaten-ai/,0.19,Accelerator/Incubator Backed,Information Technology,2024.0,Berkeley,United States,True,0.2,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),Fastyr,"Developer of a sales and marketing platform designed to help clients in the growth of their businesses. The company's platform leverages artificial intelligence to offer features like call center software, email marketing, pipeline, deal and lead management, customer relationship management, and more, helping businesses automate and streamline their sales and marketing processes.",https://skydeck.berkeley.edu/companies/fastyr/,nan,Venture Capital-Backed,Information Technology,nan,San Francisco,United States,False,0.0,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),Cyclick,,https://skydeck.berkeley.edu/companies/cyclick/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),CloudiDR,"Developer a cloud cost optimization platform intended to reduce expenses. The company's platform offers AI-driven cloud arbitrage technology that reduces costs and improves resiliency multiple times, and reduces training costs without touching our infrastructure, enabling enterprises to manage cloud resources more efficiently and cost-effectively.",https://skydeck.berkeley.edu/companies/cloudidr/,0.2,Accelerator/Incubator Backed,Information Technology,2023.0,San Jose,United States,False,0.0,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),AtlasNova,,https://skydeck.berkeley.edu/companies/atlasnova/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),ReneuBio,"Developer of a biotech platform designed to restore the aging brain's ability to heal by reactivating dormant neural stem cells. The company offers small molecules identified through direct screening of aged brain tissue, enabling individuals with age-related neurological conditions to experience enhanced regeneration, resilience, and recovery.",https://skydeck.berkeley.edu/companies/reneubio/,nan,Venture Capital-Backed,Healthcare,2024.0,San Diego,United States,False,0.0,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),Waypoint AI,"Developer of an AI platform designed to help teams resolve incidents and bugs faster. The company's platform requires no finetuning and can help reclaim engineering time by prioritizing development resources and providing easy-to-use integrations with tools, enabling clients to streamline workflow and cross-team communication around bug resolution.",https://skydeck.berkeley.edu/companies/waypoint-ai/,3.1,Venture Capital-Backed,Information Technology,2023.0,Berkeley,United States,True,0.2,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),Vanellus Technologies Ltd,,https://skydeck.berkeley.edu/companies/vanellus-technologies-ltd/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Vambe,Vambe is a multi-channel AI sales representative who handles customer interactions at all stages of the sales process.,https://skydeck.berkeley.edu/companies/vambe/,4150000.0,,"Artificial Intelligence (AI),Business Development,Customer Service",2023-01-01,Las Condes,CHL,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Tutti,"Tutti is an orchestral band that provides live music for weddings, special functions, and other events in Korea.",https://skydeck.berkeley.edu/companies/tutti/,nan,,"Events,Music",2014-02-11,nan,nan,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),"TLR Therapeutics, Inc.",,https://skydeck.berkeley.edu/companies/tlr-therapeutics-inc/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Techstack,Techstack Academy is a renowned Delhi/Ncr based ed-tech company that offers programs to enhance your skills in the tough competitive market.,https://skydeck.berkeley.edu/companies/techstack/,nan,,"Information Services,Information Technology",2012-01-01,New Delhi,IND,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Taltrics,"Taltrics is an AI-driven resource management platform that empowers ops leaders to matchmake experts and projects, in real-time.",https://skydeck.berkeley.edu/companies/taltrics/,nan,,"Artificial Intelligence (AI),B2B,Enterprise Software,Machine Learning,Project Management",2022-01-01,San Francisco,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Trener Robotics,,https://skydeck.berkeley.edu/companies/t-robotics/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Sincidium,Sincidium develops enterprise software to help learning institutes become AI-enabled.,https://skydeck.berkeley.edu/companies/sincidium/,200000.0,,"Artificial Intelligence (AI),EdTech,Enterprise Software,Generative AI,Higher Education,Predictive Analytics",2023-03-25,San Francisco,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),"PropulsionAI, Inc.",,https://skydeck.berkeley.edu/companies/propulsionai-inc/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Partner Element,Contextual intelligence for corporate buyers,https://skydeck.berkeley.edu/companies/partner-element/,nan,,"Financial Services,Information Technology,Procurement,Software",2022-08-01,San Francisco,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Mycro Harvest,"Mycro Harvest develops AI and automation to scale the production of fungi for food, bio-plastics, meat alternatives and more.",https://skydeck.berkeley.edu/companies/mycro-harvest/,nan,,"Artificial Intelligence (AI),Farming",2023-01-01,Kitchener,CAN,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),"MuscleMatrix, Inc.",,https://skydeck.berkeley.edu/companies/musclematrix-inc/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Jellie AI,"Operator of a platform designed to help agencies and search firms manage and update their candidate database. The company's platform keeps data always up-to-date, instantly surfaces top candidates from millions, and helps agencies attract new clients, enabling them to streamline recruitment and focus on high-quality placements.",https://skydeck.berkeley.edu/companies/jellie-ai/,nan,Venture Capital-Backed,Information Technology,nan,Berkeley,United States,True,0.2,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),Forelight.ai (Ween.ai),,https://skydeck.berkeley.edu/companies/forelight-ai-ween-ai/,,,,,,,True,0.2,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),FirstRead,The AI operating system for small to midsize law firms,https://skydeck.berkeley.edu/companies/firstread/,nan,,"Data Integration,Document Management,Information Technology,Legal Tech",2022-01-01,Santa Monica,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Deeli AI,,https://skydeck.berkeley.edu/companies/deeli-ai/,,,,,,,True,0.2,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),ContextQA,"AI-Driven Software Test Automation Low-code, No-Code Platform",https://skydeck.berkeley.edu/companies/contextqa/,100000.0,,"Artificial Intelligence (AI),B2B,DevOps,Information Technology,SaaS,Software",2023-01-01,Austin,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Congrify,Congrify is a payments observability and intelligence solution for merchants and payment service providers.,https://skydeck.berkeley.edu/companies/congrify/,nan,,"Analytics,Data Center,Payments,Product Management",2024-01-01,San Francisco,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),"Blocq, Inc.",,https://skydeck.berkeley.edu/companies/blocq-inc/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),ASO Therapeutics,The company is currently operating in Stealth mode.,https://skydeck.berkeley.edu/companies/aso-therapeutics/,0.095,Venture Capital-Backed,Healthcare,2024.0,San Rafael,United States,False,0.0,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),ALKEMIO,Marketing and Multimedia Agency with Technology and Enveloping Narrative.,https://skydeck.berkeley.edu/companies/alkemio/,nan,,"Advertising,Digital Marketing,Market Research,Marketing,Video Advertising",2018-01-01,nan,nan,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Aura,Aura is a customer experience platform that enables businesses to personalise their face to face customer experience.,https://skydeck.berkeley.edu/companies/aura/,nan,,"Banking,Customer Service,Finance,Financial Services,FinTech",2014-09-19,Auckland,NZL,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Bungee Tech,Bungee Tech places the power of ready-to-use competitive intelligence in the hands of any business through high-quality data and analytics.,https://skydeck.berkeley.edu/companies/bungee-tech/,3000000.0,,"Analytics,Artificial Intelligence (AI),Data Mining,Data Visualization,Enterprise Software,SaaS",2017-01-01,Bellevue,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Offi,OFFi is a real estate company that provides blended office to help the companies to share same office space in diverse network.,https://skydeck.berkeley.edu/companies/offi/,nan,,"Leasing,Property Management,Real Estate",2021-01-01,San Francisco,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Rock Rabbit,Rock Rabbit is an AI-powered energy rebate platform that makes access to home incentives more transparent and efficiently distributed.,https://skydeck.berkeley.edu/companies/rock-rabbit/,9125000.0,,"Apps,Artificial Intelligence (AI),Consumer Software,Productivity Tools",2023-01-01,Palo Alto,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),ReRx,,https://skydeck.berkeley.edu/companies/rerx/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),ReframeAI,,https://skydeck.berkeley.edu/companies/reframeai/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Plaid Semiconductors,Semiconductor Manufacturing,https://skydeck.berkeley.edu/companies/plaid-semiconductors/,350000.0,,"Manufacturing,Semiconductor",2023-01-01,Atlanta,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Pickaxe,Pickaxe is a Google Sheets add-on that enables you to collect data in your spreadsheet in record time.,https://skydeck.berkeley.edu/companies/pickaxe/,nan,,Software,2020-01-01,Seattle,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Ozaru,"Ozaru is a web3 event tool created for event organizers, participants, and contributors.",https://skydeck.berkeley.edu/companies/ozaru/,nan,,"Blockchain,Information Technology,Internet,Web Apps,Web Design,Web3",2022-01-01,nan,nan,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Olfera,"Developer of an olfactory platform designed for brain disease treatment. The company's platform uses the system as a direct pathway to the brain by specializing in crafting advanced biopharmaceutical assistance for neurological conditions and noninvasive brain treatments compatible with major drug modalities, enabling medical professionals to treat their patients through advanced screening technology.",https://skydeck.berkeley.edu/companies/olfera/,0.7,Venture Capital-Backed,Healthcare,2022.0,Mountain View,United States,False,0.0,,,Berkeley SkyDeck,,PitchBook
UC Berkeley (SkyDeck),NeuroAge Therapeutics,NeuroAge Therapeutics is a longevity biotech firm that develops new medications to regenerate biological brain aging.,https://skydeck.berkeley.edu/companies/neuroage-therapeutics/,425000.0,,"Health Care,Health Diagnostics",2022-01-01,San Francisco,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),"MyMagic, Inc.",,https://skydeck.berkeley.edu/companies/mymagic-inc/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),DeepSeq.AI,DeepSeq.AI is an AI protein drug design company that develops a novel NGS and AI based High-throughput drug discovery platform.,https://skydeck.berkeley.edu/companies/deepseq-ai/,nan,,"Artificial Intelligence (AI),Biotechnology,Pharmaceutical",2019-01-01,San Francisco,USA,True,0.2,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),CoGrader,"CoGrader helps teachers save time grading, by using AI to grade and provide personalize feedback - EdTach SaaS",https://skydeck.berkeley.edu/companies/cograder/,700000.0,,"Artificial Intelligence (AI),EdTech,Education,Generative AI,SaaS",2023-01-01,nan,nan,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Cerevox,"Cerevox is your research assistant, designed to help you find, verify, and trust answers across large datasets with diverse file types.",https://skydeck.berkeley.edu/companies/cerevox/,200000.0,,nan,2023-11-02,nan,nan,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Bitskout,AI Document Intake co-pilot for accounting and tax teams,https://skydeck.berkeley.edu/companies/bitskout/,728285.0,,"Accounting,Artificial Intelligence (AI),Information Technology,Productivity Tools,SaaS,Software,Tax Preparation,Virtual Workforce",2022-01-01,San Francisco,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Bennudata Inc.,,https://skydeck.berkeley.edu/companies/bennudata-inc/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Allos AI,,https://skydeck.berkeley.edu/companies/allos-ai/,,,,,,,True,0.2,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Algorized,Algorized offers an AI-centric platform developing advanced people-sensing to provide human detection between people and machines.,https://skydeck.berkeley.edu/companies/algorized/,4300000.0,,"Artificial Intelligence (AI),Embedded Software,Sensor,Software",2022-12-01,Berkeley,USA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),SUPPLAI,Digital Logistics Platform,https://skydeck.berkeley.edu/companies/supplai/,600000.0,,"Information and Communications Technology (ICT),Logistics",2022-03-01,Khobar,SAU,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Plino,Gen AI-powered faster and easier FP&A for SMEs,https://skydeck.berkeley.edu/companies/plino/,nan,,"FinTech,SaaS",2023-06-27,Turin,ITA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Ochy,We use video and AI to help athletes of all levels to maximize their potential by bringing lab quality biomechanic analysis in their pocket.,https://skydeck.berkeley.edu/companies/ochy/,2526540.0,,"Artificial Intelligence (AI),Fitness,Mobile Apps,Personal Health,Sports",2021-07-27,Rennes,FRA,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Mon5 s.r.l.,,https://skydeck.berkeley.edu/companies/mon5-s-r-l/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Klaaryo,Conversational infrastructure for high volume hiring,https://skydeck.berkeley.edu/companies/klaaryo/,nan,,nan,2024-06-01,nan,nan,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Kfobix Inc.,,https://skydeck.berkeley.edu/companies/kfobix-inc/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),INRŌ,,https://skydeck.berkeley.edu/companies/inro/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Distinkt,,https://skydeck.berkeley.edu/companies/distinkt/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Audemic Ltd,,https://skydeck.berkeley.edu/companies/audemic-ltd/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Skyld,,https://skydeck.berkeley.edu/companies/skyld/,,,,,,,False,0.0,,,Berkeley SkyDeck,,
UC Berkeley (SkyDeck),Silica Corpora,We design next-generation therapeutic antibodies with generative AI,https://skydeck.berkeley.edu/companies/silica-corpora/,348980.0,,"Artificial Intelligence (AI),Biopharma,Generative AI,Life Science",2022-01-01,Berlin,DEU,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),Sefi AI,B2B Gaming - Generative Game UGC,https://skydeck.berkeley.edu/companies/sefi-ai/,150000.0,,"Artificial Intelligence (AI),Gaming,Media and Entertainment",2023-01-01,Tel Aviv,ISR,True,0.2,,,Berkeley SkyDeck,,Crunchbase
UC Berkeley (SkyDeck),RebX,"RebX is a biomanufacturing firm that manufactures traditional methods of extracting molecules for sweeteners, vitamins, and perfumes.",https://skydeck.berkeley.edu/companies/rebx/,nan,,"Bioinformatics,Biotechnology,Chemical",nan,nan,nan,False,0.0,,,Berkeley SkyDeck,,Crunchbase
UIUC (Illini-Founded),YouTube,"YouTube is a platform for sharing and watching videos, including movies, music clips, and amateur content.",https://www.youtube.com/,11500000.0,,"Internet,Music,Video",2005-02-01,San Bruno,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),PayPal,PayPal is a financial service company that provides online payment solutions to its users worldwide.,https://www.paypal.com/home,5216000000.0,,"E-Commerce Platforms,FinTech,Mobile Payments,Transaction Processing",1998-12-01,San Jose,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Tesla Motors,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Weather Channel,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Yelp,Yelp is an online platform that connects people with great local businesses through user-generated reviews and recommendations.,https://www.yelp.com,56000000.0,,"Advertising,Apps,Internet,Mobile,Search Engine",2004-01-01,San Francisco,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Mozilla Corp.,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Delta Air Lines Inc.,,,,,,,,,True,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),12 Line Studio,"12 Line Studio is a design studio that specializes in branding, illustration, lettering, and packaging services.",https://12line.com,nan,,"Brand Marketing,Marketing,Packaging Services,Web Design",2013-01-01,Chicago,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),3E Love LLC,"3E Love, LLC. is a social entrepreneurial experiment to change the perception of disability.",http://www.3elove.com,nan,,Fashion,2007-01-01,Batavia,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),3ipe Pavement Engineering,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),6C Solutions,6C Solutions is a developer of an analytics application designed to increase the profitability and productivity of chemical plants.,https://6csolutions.com/,nan,,"Analytics,Chemical,Information Technology,Software",2018-01-01,Aurora,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),78Madison Inc.,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Accendo Systems,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Actif,ACTIF is an IT consulting and service company.,http://www.actif-paris.com/,nan,,"Consulting,Information Technology",1980-01-01,Paris,FRA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Action Bits for Kids!,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Adrenaline Mobility,Adrenaline mobility provides secure backend services for mobile apps.,http://adrenalinemobility.com,384999.0,,"Mobile,Security",2012-02-22,Lucerne Valley,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Advanced Analytics,Advanced Analytics is a sales and maintenance of information communication software.,https://adv-analytics.com/,nan,,"Information Technology,Management Consulting,Software",2016-05-26,Tokyo,JPN,True,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Advanced Diamond Technologies,"Advanced Diamond Technologies, Inc. engages in developing and applying diamond films for industrial, electronic, and medical applications.",http://www.thindiamond.com,12950000.0,,"Electronics,Industrial,Medical",2003-01-01,Romeoville,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Advent Corporation,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Aegis AI,Discover the power of AI for smart contract security without expert reliance.,https://aiaegis.org/,400000.0,,nan,2023-01-01,nan,nan,True,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Aegis Analytical,"Provider of enterprise manufacturing process intelligence services. The company provides Discoverant, a manufacturing process intelligence software platform that enables manufacturers to produce regulated and specialty products more efficiently.",www.aegiscorp.com,19.69161,Formerly VC-backed,Information Technology,1996.0,Lafayette,United States,False,0.0,,,UIUC Entrepreneurship,,PitchBook
UIUC (Illini-Founded),Affiliated Marketing Partners,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Affinity Labs Inc.,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Affirm,Affirm is a financial technology services company that offers installment loans to consumers at the point of sale.,https://www.affirm.com,6820000000.0,,"Financial Services,FinTech,Lending,Payments",2012-03-14,San Francisco,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),After School,HIPHOP music culture integrated platform,nan,nan,,nan,nan,nan,nan,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),AgaMatrix,AgaMatrix develops and manufactures a line of diabetes products designed to improve the quality of diabetes care.,http://agamatrix.com,152200000.0,,"Diabetes,Health Care,Manufacturing,Medical Device,Mobile Apps",2001-01-01,Salem,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),AgLVT LLC,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Agrible,Agrible develops products and analytical tools that deliver field-specific data to help with decision making in the agriculture industry.,http://www.agrible.com/,13799999.0,,"Agriculture,Analytics,Big Data,Information Services,Product Design",2012-01-01,Champaign,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Ahoona,Ahoona is an IT firm that offers clients a decision-making social network service.,https://ahoona.com/,nan,,"Information Technology,Internet",nan,Los Angeles,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),AirV Labs,"Developer of virtual and mixed reality content intended for creating advanced digital curriculums and e-learning platforms. The company specializes in interactive mixed reality-based content creation and provides research and development of VR systems and proof of concepts, rapid prototyping, VR development training, and other related services, enabling clients to design virtual education and training curricula in less amount of time.",www.airvlabs.com,nan,Accelerator/Incubator Backed,Information Technology,2017.0,San Jose,United States,True,0.0,,,UIUC Entrepreneurship,,PitchBook
UIUC (Illini-Founded),Aisle50,"Aisle50 delivers grocery offers redeemed at traditional grocery stores to consumers through the web, mobile and social media.",http://www.aisle50.com,5200000.0,,"Advertising,Analytics,Coupons,E-Commerce",2010-11-01,Chicago,USA,True,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Akelos,Akelos is a biopharmaceutical company that focuses on the translation of innovative science into treatment.,http://www.akelosinc.com/,2052406.0,,"Biopharma,Biotechnology,Health Care,Pharmaceutical",2018-01-01,New York,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Akkula,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Aligni Incorporated,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Amber Agriculture,Amber Agriculture leverages the latest in analytics and automation to help farmers manage and market grain.,http://amber.ag/,3308366.0,,"Agriculture,Farming,Industrial Automation,Internet of Things,Sensor",2016-08-25,Chicago,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Ambys Medicines,Ambys Medicines is a biotechnology company focused on discovering and developing regenerative and restorative therapies.,https://www.ambys.com,187000000.0,,"Biotechnology,Medical,Therapeutics",2018-01-01,South San Francisco,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),AMD,"Advanced Micro Devices is a semiconductor company that designs and develops graphics units, processors, and media solutions.",http://www.amd.com,nan,,"Artificial Intelligence (AI),Cloud Computing,Computer,Embedded Systems,GPU,Hardware,Semiconductor",1969-05-01,Santa Clara,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),AmpUp,"AmpUp is an electric vehicle charging company that enables drivers, hosts, and fleets to charge stress-free.",https://ampup.io,16976611.0,,"Automotive,Clean Energy,Electric Vehicle,Fleet Management,Transportation",2018-01-01,Santa Clara,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Analytics Fire,"We build custom data platforms, IoT applications, and analytics dashboards at multi-GigaWatt scale.",http://analyticsfire.com,nan,,"Analytics,Cloud Infrastructure,Enterprise Software,Internet of Things,Software,Solar",2014-01-01,Palo Alto,USA,True,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),AnalyzeDirect,AnalyzeDirect is a developer of a medical imaging software.,https://analyzedirect.com/,nan,,"Medical,Software",1999-01-01,Overland Park,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),ANDalyze,ANDalyze offers products for testing water contamination using catalytic DNA technologies.,http://andalyze.com,4712313.0,,"Biotechnology,Life Science,Water Purification",2005-01-01,Champaign,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Anemone,Anemone is a premier digital agency.,https://www.anemone.gr/,nan,,"Information Technology,Internet",2003-01-01,Athens,GRC,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Animal Ultrasound Services,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Answers.com,"Developer of an online question-and-answer platform designed to facilitate interaction between people to share and grow the world's knowledge. The company's platform lets users ask questions and connect with people who contribute insights and quality answers, enabling users to read important articles and get a personalised feed of insightful answers to their questions.",www.answers.com,32.189,Formerly PE-Backed,Information Technology,1999.0,Saint Louis,United States,False,0.0,,,UIUC Entrepreneurship,,PitchBook
UIUC (Illini-Founded),Apertio,"Apertio is a provider of subscriber-centric networks for mobile, fixed and converged telecommunications operators.",https://www.apertioltd.co.uk,36000000.0,,"Mobile,Network Security,Telecommunications",2002-01-01,Bristol,GBR,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Apervita,"Apervita is the healthcare collaboration platform for quality measurement, and clinical intelligence.",nan,59493787.0,,"Developer Platform,Health Care,Hospital,Medical",2012-01-01,Chicago,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),AppGrow,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Appurify,Appurify enables mobile test automation on real devices for mobile teams to build better apps.,https://firebase.google.com,6250000.0,,"Android,Apps,iOS,Mobile,Software,Test and Measurement",2012-04-01,San Francisco,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Apriori,"Apriori is an international data aggregator. We have expertise to find, acquire, and process the data from many countries and languages.",https://www.aprioridata.com/,nan,,"Banking,Big Data,Data Integration,E-Commerce,Finance,Identity Management,Open Source,Software",2014-01-01,Sterling,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Apropose,"Apropose develops software solutions for web design problems in consumer, small business, and enterprise applications.",http://www.apropose.com,1875000.0,,"Analytics,Big Data,Software",2013-09-15,Mountain View,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Aptimmune Biologics,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Aqueous Solutions,"Water, Desalination, Hardware, Materials",nan,nan,,Water Purification,2016-04-01,nan,nan,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
UIUC (Illini-Founded),Armored Computing,,,,,,,,,False,0.0,,,UIUC Entrepreneurship,,
UIUC (Illini-Founded),Ascent Integrated Tech,"Ascent has developed the unifying dashboard to improve the safety of firefighters, special forces, and SWAT.",https://ascentitech.com/,3280000.0,,"Government,Public Safety,SaaS",2020-01-01,Chicago,USA,False,0.0,,,UIUC Entrepreneurship,,Crunchbase
