startup_name,batch,source,is_stealth_mode,stealth_indicators,data_completeness_score,website,page_title,contact_email,description,is_ai_related,ai_confidence_score,linkedin,twitter,github
Axbryd,Unknown,Berkeley SkyDeck,False,,0.9,https://axbryd.com,Axbryd - Enabling the true power of network accelerators,info@axbryd.com,Leading the eBPF revolution to FPGA NICs,False,0.0,https://www.linkedin.com/company/axbryd-inc,https://twitter.com/axbryd,https://github.com/axbryd
ATDev,Unknown,Berkeley SkyDeck,False,no_description,0.45,https://atdev.tech,ATDev - Assistive Technology Development,,,,,https://www.linkedin.com/company/atdev1,,
Appa Health,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Alyra,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
gerwhbrehrehr,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Metaport111.ai,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Test Company2,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://test-company.com,,,,,,,,
"Assistive Technology Development, Inc.",Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Mithril Security,Unknown,Berkeley SkyDeck,False,,0.8,https://mithrilsecurity.io,Mithril Security,,Mithril Security is a deep tech cybersecurity startup providing secure software solutions to make AI more privacy friendly.,True,0.2,https://www.linkedin.com/company/mithril-security-company/,https://twitter.com/mithrilsecurity?lang=en,https://github.com/mithril-security
Rangeview,Unknown,Berkeley SkyDeck,False,no_description,0.55,https://rangeview.com,Rangeview,,,,,https://www.linkedin.com/company/rangeview/,https://x.com/ti_morse/status/1956783428990652785?s=46&t=4IOgHp7RvyeZXTYp5tEv8Q,
Raise Robotics,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
WattWorker,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Mentalyc,Unknown,Berkeley SkyDeck,False,,0.7,https://mentalyc.com,Best AI Progress Note Taker & AI Scribe for Therapists | Mentalyc,,"Mentalyc is an AI clinical documentation software for therapists. Create AI progress notes, AI clinical notes with insights, and HIPAA-compliant, insurance-ready documentation faster and securely.",True,0.2,https://www.linkedin.com/company/mentalyc/,,
Akin Mental Health,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Tyfast,Unknown,Berkeley SkyDeck,False,no_social_media,0.65,https://tyfast.com,Home | TYFAST,contact@tyfast.energy,"Tyfast builds high performance Li-ion cell with faster charging, longer life and low temperature capability to obsolete diesel in heavy duty trucking, mining, construction and military vehicles.",False,0.0,,,
Hypernova Space Technologies (Pty) Ltd,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
TeOra Pte Ltd,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Voiceform,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
RIIICO GmbH,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
modelwise,Unknown,Berkeley SkyDeck,False,,0.8,https://modelwise.ai,Modelwise | Automating Functional Safety Analysis,LANDSCAPE-LOGO-WHITE@3x.png,Automated functional safety analysis via drag & drop. Seamless Integration. Faster Analyses. Zero Defects. More Savings.,False,0.0,https://www.linkedin.com/company/modelwise/,,
Intone,Unknown,Berkeley SkyDeck,False,,0.9,https://intone.com,Intone - Delivering information technology consulting solutions & services,info@intone.com,"Established in 2003, Intone Networks, Inc is an ISO 9001:2008 certified global I.T. consulting company with offices in US, UK, Dubai, India & Singapore.",False,0.0,https://www.linkedin.com/company/intone-networks-inc?originalSubdomain=in,https://twitter.com/intonenetworks?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,
Güeno,Unknown,Berkeley SkyDeck,False,,0.9,https://geno.io,Geno | Blockchain for Business,enquiry@geno.io,"Geno deliver end-to-end blockchain applications across supply chains, customer engagement, and digital financial networks.",False,0.0,https://www.linkedin.com/company/geno-group-web3/,https://x.com/GroupGeno,
Inkah,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.4,https://inkah.com,Home | Inkah,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,,,,,,
Wonderfil,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://wonderfil.co,,,,,,,,
Winko,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://winko.co,,,,,,,,
Tesserol,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
LEVEL 42 AI,Unknown,Berkeley SkyDeck,False,no_description,0.65,https://level42ai.com,level 42 AI,Group-297@4x.png,,,,https://www.linkedin.com/company/level42ai,https://twitter.com/level42ai,
Nanode Battery Technologies,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Berkm,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.4,https://berkm.co,HOME | BERKM,bahruz@berkm.co,,,,,,
Talent Academy,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://talentacademy.com,Welcome to talentacademy.com,,"Join a vibrant community of developers, influencers, and entrepreneurs on talentacademy.com, all using the versatile CONTRIB token to power their token economies!",False,0.0,,,
CenSyn,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://censyn.com,CenSyn,,Web site created using create-react-app,False,0.0,,,
CancerFree Biotech Ltd,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Loxagen Inc,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Legato Logic,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Falcomm,Unknown,Berkeley SkyDeck,False,no_social_media,0.65,https://falcomm.com,Falcomm | Ultra-Efficient RF Components,info@myfalcomm.com,"Falcomm is a fabless semiconductor company, delivering world record performance for the satcom, telecom, defense, and consumer markets.",False,0.0,,,
Chemix,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://chemix.ai,Teserac,,,,,,,
Augmental,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://augmental.com,Augmental | Practice Thinking – Thinking Practice,,Practice Thinking - Thinking Practice,False,0.0,,,
SUN METALON,Unknown,Berkeley SkyDeck,False,,0.7,https://sunmetalon.com,Turn your metal waste into revenue – Sun Metalon,,We’re redefining metal recycling. Working with metal comes with a downside: waste. As much as 20% of metal is wasted in manufacturing,False,0.0,https://www.linkedin.com/company/sunmetalon/,,
Paidiem,Unknown,Berkeley SkyDeck,False,,0.8,https://paidiem.com,Paidiem,,"Paidiem is the all-in-one platform for paying, engaging and retaining your contingent workforce.",False,0.0,https://ca.linkedin.com/company/paidiem,https://twitter.com/Seizethepay,
Evitado,Unknown,Berkeley SkyDeck,False,minimal_description,0.75,https://evitado.io,evitado technologies – Collision Avoidance Systems,info@evitado.io,Collision Avoidance Systems,False,0.0,,https://afwerx.com,
Experify,Unknown,Berkeley SkyDeck,False,,0.7,https://experify.com,Experify | The Customer Involvement Platform,,"Use your best customers as your brand advocates. With online map based profiles, secure messaging and inbuilt rewards. With Experify you'll see your sales grow.",False,0.0,https://www.linkedin.com/company/experify-io,,
EfemaraiLabs,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Accountstory,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://accountstory.com,HustleBot - The World's Most Advanced Cold Outreach AI,,,,,,,
ComfortZones,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://comfortzones.com,,,,,,,,
Pow.bio,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Endocrine Biotherapeutics Inc,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Tatum,Unknown,Berkeley SkyDeck,False,,0.8,https://tatum.com,The Go-To Blockchain Development Platform - Tatum,,Tatum makes blockchain development simple. It’s the go-to blockchain development platform with a unified framework for building Web3 apps using any of the 100+ protocols.,False,0.0,https://www.linkedin.com/company/tatumio,https://twitter.com/tatum_io,https://github.com/tatumio/
"Serinus Labs, Inc.",Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
SEMRON GmbH,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Seashore Networks,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
RJH,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://rjh.com,RJH,,,,,,,
Pyoneer,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Publica,Unknown,Berkeley SkyDeck,False,,0.75,https://publica.com,Publica - NFTs for books,info@publica.com,"Publica is an evolutionary publishing platform using blockchain and cryptocurrency technology to innovate in how books are funded, distributed, bought, and read.",False,0.0,,https://twitter.com/Publica,
NuPort Robotics Inc.,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
The Hurd Co,Unknown,Berkeley SkyDeck,False,,0.8,https://thehurdco.com,The Hurd Co,user@domain.com,"The Hurd Co makes it possible to make clothes from agriwaste. Today, 
lyocell, viscose, and rayon are made from trees.",False,0.0,http://linkedin.com/company/thehurdco,,
Hopeful Inc,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Frontier Microscopy,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Dcipher Analytics,Unknown,Berkeley SkyDeck,False,minimal_description,0.7,https://dcipheranalytics.com,Dcipher Analytics,,AI-powered Insight Automation,True,0.6,https://www.linkedin.com/company/dcipher-analytics,,
NineCap,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
WhatElse,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://whatelse.io,Royal Reels - Royalreels20 Casino Australia | Claim $10 Bonus,,"Step into Royal Reels for a thrilling blend of online pokies, live casino action. Enjoy a royal array of fully licensed games, fast cashouts, and daily bonuses. Join now and claim your bonus!",False,0.0,,,
Vectorly,Unknown,Berkeley SkyDeck,False,,0.8,https://vectorly.io,Virtual Backgrounds Javascript SDK,,Vectorly AI Filters Javascript SDK makes it easy to add virtual backgrounds and AI Upscaling into WebRTC and video streaming applications,True,0.2,http://linkedin.com/company/vectorly,https://twitter.com/vectorly_io,https://github.com/Vectorly
Upswot,Unknown,Berkeley SkyDeck,False,no_description,0.45,https://upswot.com,UDG,,,,,https://www.linkedin.com/company/upswot/,,
Xoba,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://xoba.com,Xoba.com,,,,,,,
Wing Assistant,Unknown,Berkeley SkyDeck,False,,0.8,https://wingassistant.com,Virtual Assistant for Business Growth - Wing Assistant,,"Hire top virtual assistants worldwide for under $8/hr. Includes free CSM, training, WorkSpace app, expert supervision, and flexible month-to-month plans.",False,0.0,https://linkedin.com/company/wingassistant,https://twitter.com/wingassistant,
StudyFree,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://studyfree.com,,,,,,,,
"Root Applied Sciences, INC.",Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Phononic Vibes,Unknown,Berkeley SkyDeck,False,,0.8,https://phononicvibes.com,Phononic Vibes - The art of noise management,metainfo@phononicvibes.com,Phononic Vibes is a deep-tech company focusing on design and production of innovative solutions about acoustic and vibro-acoustic metamaterial for noise and vibration attenuation and for improving sound quality.,False,0.0,https://www.linkedin.com/company/phononicvibes/,,
"Organos, Inc.",Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Kura Technologies,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://kuratechnologies.com,,,,,,,,
syGlass,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://syglass.com,,,,,,,,
ImmunoMind,Unknown,Berkeley SkyDeck,False,,0.9,https://immunomind.com,ImmunoMind,contact@immunomind.com,Understanding Drug-Human Interactions,False,0.0,https://www.linkedin.com/company/immunomind/,https://twitter.com/immunomind,
Hermes Robotics Inc.,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Fibulas,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Dispatch Goods,Unknown,Berkeley SkyDeck,False,,0.8,https://dispatchgoods.com,Dispatch Goods - Learn about reusable packaging solutions,,Learn about how we can help your companies with effective reusable packaging solutions for Food Service and D2C companies,False,0.0,https://www.linkedin.com/company/dispatch-goods,https://x.com/DispatchGoods,
Brightflow AI,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://brightflowai.com,brightflowai.com - brightflowai Resources and Information.,,brightflowai.com is your first and best source for information about brightflowai. Here you will also find topics relating to issues of general interest. We hope you find what you are looking for!,False,0.0,,,
Ontopical,Unknown,Berkeley SkyDeck,False,,0.7,https://ontopical.com,Find government contracts before the RFP | Ontopical,,"Get complete monitoring of emerging local government contracts across North America, months before an RFP is issued. Build your sales pipeline with Ontopical.",False,0.0,https://www.linkedin.com/company/ontopical/,,
Blings.io,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Axent Biosciences Inc.,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Ariadne Maps,Unknown,Berkeley SkyDeck,False,,0.9,https://ariadnemaps.com,Ariadne | Accurate People Counting & Customer Flow Insights,contact@ariadne.inc,Ariadne provides real-time people counting and location analytics for smarter business decisions. Improve your store's performance with our accurate insights.,True,0.2,https://www.linkedin.com/company/ariadne-maps/,https://twitter.com/ariadne_maps,
AimHub,Unknown,Berkeley SkyDeck,False,,0.8,https://aimhub.ai,Home | AimHub AI,,"AimHub AI's recent news on everything ML best practices and MLOps tools. Find the latest releases, tutorials, guides and industry news.",True,0.4,https://www.linkedin.com/company/aimstackio/,https://twitter.com/aimstackio,https://github.com/aimhubio/aim
AHEAD Medicine,Unknown,Berkeley SkyDeck,False,,0.7,https://aheadmedicine.com,Home | AHEAD Medicine,,"AHEAD's Cyto-copilot enhances the efficiency, consistency, and scalability of flow cytometry analysis, empowering research, clinical diagnostics, and cell therapy quality control.",False,0.0,https://www.linkedin.com/company/aheadmedicine/posts/?feedView=all,,
AESOP Technology,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Adereso,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://adereso.com,,,,,,,,
4D Sight Inc,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
3rdiTech,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Squishy Robotics,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Frontier Bio,Unknown,Berkeley SkyDeck,False,,0.9,https://frontierbio.com,Frontier Bio,info@frontierbio.com,"Frontier Bio develops living vascular grafts and in-vitro tissue platforms, building the foundation for organ-scale engineered tissues.",False,0.0,https://www.linkedin.com/company/frontier-bio/mycompany/,https://startx.com/,
Spext,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://spext.com,,,,,,,,
Artivive,Unknown,Berkeley SkyDeck,False,,0.8,https://artivive.com,Artivive – The Leading Augmented Reality Platform for Every Idea,,Create and deliver AR projects faster. Artivive offers WebAR and app AR with zero code and zero friction — saving time and cutting development costs.,False,0.0,https://www.linkedin.com/company/artivive/,https://x.com/ArtiviveApp,
HEROTECH8 LTD,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
iDentical,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://identical.com,Identical.com,,"Join a vibrant community of developers, influencers, and entrepreneurs on identical.com, all using the versatile CONTRIB token to power their token economies!",False,0.0,,,
Flux technology,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Coreshell,Unknown,Berkeley SkyDeck,False,,0.9,https://coreshell.com,Coreshell,info@coreshelltech.com,Coreshell unlocks the true capacity and economics of batteries to enable the timely deployment of clean energy.,False,0.0,https://www.linkedin.com/company/coreshell-technologies-inc/,https://twitter.com/coreshelltech?lang=en,
lastbit,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://lastbit.com,Password Recovery Solutions - LastBitKition,,,,,,,
XCloud Networks,Unknown,Berkeley SkyDeck,False,,0.8,https://xcloudnetworks.com,Netris - The Cloud Provider Networking,,"Build and Operate Cloud Networks with Netris. Manage highly-available networks on your own hardware at any scale for delivering Private, Public, and GPU Cloud Services.",False,0.0,https://www.linkedin.com/company/netrisio/,https://twitter.com/netris_io,
STYCKR,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://styckr.com,,,,,,,,
Stip,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Grido,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://grido.com,,,,,,,,
1Page,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://1page.com,,,,,,,,
AppearMe,Unknown,Berkeley SkyDeck,False,,0.8,https://appearme.com,Appearance Attorney & Litigation Support | Court Appearance Attorney | AppearMe,,"Connect, Scale & Automate Your Legal Practice Sign Up Now Find the help you need in 60 seconds Over 10,000 attorneys and 12,000 Expert Witnesses.",False,0.0,https://www.linkedin.com/company/10822986/,https://twitter.com/appearmeapp,
"SynderBio, Inc.",Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
"Facile Therapeutics, Inc.",Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Cura Therapeutics,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.4,https://curatherapeutics.com,Cura Therapeutics,user@domain.com,,,,,,
"C. Light Technologies, Inc.",Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Orbis AI,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.4,https://orbisai.com,Account Suspended,webmaster@orbisai.com,,,,,,
Hayden AI Technologies,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Elin.ai,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Buck.ai,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
ANAFLASH INC,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Hyperspec.ai,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://hyperspecai.com,hyperspecai.com - hyperspecai Resources and Information.,,hyperspecai.com is your first and best source for information about hyperspecai. Here you will also find topics relating to issues of general interest. We hope you find what you are looking for!,False,0.0,,,
PING,Unknown,Berkeley SkyDeck,False,minimal_description,0.65,https://ping.com,Home Page - PING,,NEW G440 K DRIVER,False,0.0,,http://www.twitter.com/pingtour,
Onederful,Unknown,Berkeley SkyDeck,False,,0.8,https://onederful.io,Verslo valdymo sprendimai ir paslaugos - OIXIO,info.lt@oixio.eu,"OIXIO grupės įmonės teikia skaitmeninio konsultavimo, IT infrastruktūros, procesų automatizavimo ir kibernetinio saugumo paslaugas.",False,0.0,https://www.linkedin.com/company/oixiolietuva,,
Naming Matters,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://namingmatters.com,Trademark Search for business and brand names - Naming Matters,,"We Rate and Rank your Trademark Results for Business Names, Product Names, Service Names, and Brand Names. Before you get emotionally attached use Naming Matters.",False,0.0,,,
MuMec,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Mekonos,Unknown,Berkeley SkyDeck,False,no_description,0.55,https://mekonos.com,Mekonos,,,,,https://www.linkedin.com/company/mekonos/,https://twitter.com/mekonosinc,
eCalCharge,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://ecalcharge.com,,,,,,,,
Dot Lab,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://dotlab.com,DotLab | Bringing you DotEndo for Endometriosis,,"DotLab is a women’s healthcare technology company bringing you DotEndo, a breakthrough blood test that aids in the diagnosis of active endometriosis.",False,0.0,,,
Deepen,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.4,https://deepen.com,Telepathy - Powering Successful Brands,admin@telepathy.com,,,,,,
Datavia,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.4,https://datavia.ai,Datavia - building enhanced machine vision applications,info@datavia.ai,,,,,,
Darmiyan,Unknown,Berkeley SkyDeck,False,no_description,0.65,https://darmiyan.com,Darmiyan,info@darmiyan.com,,,,https://www.linkedin.com/company/18104337/,https://twitter.com/DarmiyanInc,
Chameleon Biosciences,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Canopy Analytics,Unknown,Berkeley SkyDeck,False,no_social_media,0.65,https://canopyanalytics.com,Canopy Analytics: Property reporting and team management,a37f716361bf4dac93320dad85fec408@sentry.io,The one stop shop for multifamily owner-operators. Map your financials over onsite operations. Eliminate blind spots and get your reports instantly,False,0.0,,,
BioInspira,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://bioinspira.com,,,,,,,,
SkyAlert,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Orca,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://orca.ai,,,,,,,,
NextBiotics,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://nextbiotics.com,,,,,,,,
MindsDB,Unknown,Berkeley SkyDeck,False,,0.8,https://mindsdb.com,AI Analytics & Business Intelligence for any Data Source,,"MindsDB enables humans, AI agents, and applications to get highly accurate answers across disparate data sources and types.",True,0.2,https://www.linkedin.com/company/mindsdb/,https://twitter.com/MindsDB,https://github.com/mindsdb/mindsdb/
May & Meadow,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Kiwi Campus,Unknown,Berkeley SkyDeck,False,minimal_description,0.8,https://kiwicampus.com,"robot.com  robots for now, not someday. | Robot.com",,"robots for now, not someday.",False,0.0,https://www.linkedin.com/company/robot-com,https://x.com/Robotcom,
Keyword Hero,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://keywordhero.com,,,,,,,,
Intento,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://intento.com,,,,,,,,
InkSpace Imaging,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Bitbutter,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Bioxplor,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://bioxplor.com,"Exploração BioBeleza - Revista de Beleza, Saúde e Psicologia para uma Vida Plena",,"Revista de Beleza, Saúde e Psicologia para uma Vida Plena",False,0.0,,,
Genomelink,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://genomelink.ai,,,,,,,,
WorknGo Project,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Starbutter AI,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Peregrine Bio,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.4,https://peregrine-bio.com,Peregrine Bio,user@domain.com,,,,,,
Dough Pay,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://doughpay.com,,,,,,,,
Krisp,Unknown,Berkeley SkyDeck,False,,0.9,https://krisp.ai,Voice AI for Meetings: Noise Cancellation & AI Note Taker | Krisp,info@krisp.ai,"Clear calls, smarter meetings—powered by #1 noise cancellation. Krisp brings Voice AI with an AI Note Taker, Accent AI, and Call Center AI.",True,0.4,https://www.linkedin.com/company/krisphq/,https://x.com/krispHQ,
Triton Cloud,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
ThinkCyte,Unknown,Berkeley SkyDeck,False,,0.7,https://thinkcyte.com,Welcome - ThinkCyte,,"VisionSort VisionSort combines traditional fluorescence flow cytometry with high-dimensional morphological profiling and AI to enable label-free cell sorting and unbiased single cell profiling. LEARN MORE NEW ON-DEMAND WEBINAR VisionSort for Regenerative Medicine WATCH Application Areas Cellular Therapy R&D Label-free immune cell sorting Select therapeutically relevant cells C and GT manufacturing QC Drug Discovery Faster, cheaper alternative to plate-based phenotypic screening Screen a wider range of phenotypes Compatible with small molecule & CRISPR-based approaches Disease Profiling Disease insight….with AI Novel biomarker discovery, uncover novel cell populations, ID new targets, disease characterization, MRD, patient stratification Morphology Based Cell Sorting…Go Beyond Labels Characterizing and sorting cells by morphology at record high-throughput rates by […]",True,0.2,https://www.linkedin.com/company/thinkcyte/,,
The SMBX,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://thesmbx.com,,,The SMBX is the world’s first marketplace for issuing and buying small business bonds. Earn principal and interest monthly and help businesses grow.,False,0.0,,,
Skyloom Global,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
SimpleDataLabs,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Seamless Microsystems,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Resonance,Unknown,Berkeley SkyDeck,False,,0.8,https://resonance.com,Magnetic Resonance Spectroscopy | NMR Solutions,,Oxford Instruments are benchtop magnetic resonance spectroscopy experts who provide a variety of benchtop NMR solutions well suited to your unique needs.,False,0.0,https://www.linkedin.com/company/oxford-instruments,https://twitter.com/oxinst,
Researchably,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.4,https://researchably.com,Researchably,contact@researchably.com,,,,,,
PredictEV,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Perfect Dashboard,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://perfect-dashboard.com,ClientDashboard,,"ClientDashboard היא פלטפורמת SaaS בעברית לניהול עסקים קטנים, המשלבת כלים לניהול מטרות, שיווק וכספים בממשק אחד, פשוט ויעיל.",False,0.0,,,
Peanut Robotics,Unknown,Berkeley SkyDeck,True,"minimal_description, no_social_media",0.65,https://peanutrobotics.com,Peanut Robotics | Home,email@gmail.com,The Workforce of the Future,False,0.0,,,
